Sr No.,Student Name,Registration No.,Department,University,Degree Level,Country,City,Semester,Section,No. of Pending Courses,Pending Type,Pending Courses Name
6419,Sophia Smith,MPHIL21-SE-027,Software Engineering,University College London (UCL),Mphil,United Kingdom,Manchester,2nd,B,0,All Clear,None
6420,Fatima Sharma,MS23-GD-092,Graphic Design,University of Delhi,MS,India,New Delhi,8th,A,0,All Clear,None
6421,Daniel Kim,BS24-DS-020,Data Science,University of Melbourne,BS,Australia,Sydney,5th,B,1,Fail,Deep Learning
6422,Anya Khan,MS21-DA-163,Data Analytics,Stanford University,MS,United States,Atlanta,6th,A,0,All Clear,None
6423,Priya Davis,MPHIL25-SST-027,Statistics,Massachusetts Institute of Technology (MIT),Mphil,United States,Atlanta,1st,C,0,All Clear,None
6424,Rahul Lopez,PHD23-BA-092,Business Administration,UNSW Sydney,PhD,Australia,Melbourne,2nd,A,0,All Clear,None
6425,Fatima Hassan,MPHIL23-MST-215,Mathematics,King Abdulaziz University,Mphil,Saudi Arabia,Dhahran,5th,C,0,All Clear,None
6426,Omar Schmidt,MS24-ME-035,Mechanical Engineering,University of Waterloo,MS,Canada,Waterloo,6th,C,0,All Clear,None
6427,Syed Garcia,BS24-BA-133,Business Administration,University of Melbourne,BS,Australia,Melbourne,7th,A,0,All Clear,None
6428,Zahra Rodriguez,MASTER21-CE-034,Civil Engineering,Universiti Penyelidikan,Master,Malaysia,Penang,7th,A,0,All Clear,None
6429,Abdul Malik,MASTER25-CE-220,Civil Engineering,King Fahd University of Petroleum and Minerals,Master,Saudi Arabia,Jeddah,6th,C,0,All Clear,None
6430,Ahmad Williams,MASTER24-MST-043,Mathematics,Indian Institute of Technology (IIT) Delhi,Master,India,Kolkata,7th,D,1,Withdraw,Linear Algebra
6431,Zahra Martinez,MS24-GD-088,Graphic Design,Universiti Malaya (UM),MS,Malaysia,Johor Bahru,2nd,D,0,All Clear,None
6432,Zain Kumar,MPHIL25-CE-190,Civil Engineering,University of Delhi,Mphil,India,Mumbai,2nd,B,0,All Clear,None
6433,Noah Lee,PHD23-MST-077,Mathematics,Lahore University of Management Sciences (LUMS),PhD,Pakistan,Lahore,5th,D,0,All Clear,None
6434,Anya Williams,MPHIL21-DS-048,Data Science,Lahore University of Management Sciences (LUMS),Mphil,Pakistan,Faisalabad,4th,B,1,Not Registered,Statistical Data Analysis
6435,Sarah Haider,PHD24-GD-245,Graphic Design,Khalifa University,PhD,United Arab Emirates,Al Ain,7th,D,1,Fail,Typography
6436,Emily Hassan,MASTER21-MST-083,Mathematics,University of Sydney,Master,Australia,Melbourne,6th,A,0,All Clear,None
6437,Daniel Al-Farsi,MASTER22-ME-143,Mechanical Engineering,University of engineering and Technology (UET) Lahore,Master,Pakistan,Rawalpindi,2nd,B,0,All Clear,None
6438,Ravi Miller,PHD25-GD-106,Graphic Design,All India Institute of Medical Sciences (AIIMS),PhD,India,Chennai,6th,D,0,All Clear,None
6439,Sophia Williams,BS24-EST-177,Economics,Universiti Teknologi Malaysia,BS,Malaysia,Johor Bahru,6th,C,0,All Clear,None
6440,Anya Wong,MASTER25-ME-159,Mechanical Engineering,University of Toronto,Master,Canada,Waterloo,8th,C,0,All Clear,None
6441,Amit Hernandez,BS23-SST-189,Statistics,University of Melbourne,BS,Australia,Brisbane,1st,C,0,All Clear,None
6442,Liam Hussein,MASTER21-SST-064,Statistics,University of Melbourne,Master,Australia,Melbourne,8th,A,2,Fail,"Regression Analysis, Sampling Techniques"
6443,Abdul Miller,MS24-BA-071,Business Administration,COMSATS University Islamabad,MS,Pakistan,Rawalpindi,5th,A,2,Withdraw,"Marketing Management, Islamic Studies / Ethics"
6444,Amara Smith,PHD21-SST-194,Statistics,Stanford University,PhD,United States,Stanford,5th,B,0,All Clear,None
6445,Priya Brown,MPHIL22-PST-186,Psychology,University of the Punjab,Mphil,Pakistan,Rawalpindi,4th,D,0,All Clear,None
6446,Lucas Das,MASTER21-BA-211,Business Administration,National University of Sciences and Technology (NUST),Master,Pakistan,Rawalpindi,5th,C,0,All Clear,None
6447,Lucas Garcia,MS21-GD-215,Graphic Design,University of British Columbia,MS,Canada,Toronto,5th,D,0,All Clear,None
6448,Sarah Miller,MASTER21-MST-081,Mathematics,United Arab Emirates University,Master,United Arab Emirates,Sharjah,6th,C,0,All Clear,None
6449,John Patel,BS24-MST-199,Mathematics,Khalifa University,BS,United Arab Emirates,Al Ain,3rd,C,0,All Clear,None
6450,Sarah Martinez,MPHIL25-PST-004,Psychology,Georgia Institute of Technology,Mphil,United States,Cambridge,7th,D,4,Fail,"Cognitive Psychology, Islamic Studies / Ethics, Research Methodology, Introduction to Psychology"
6451,Zain Wilson,PHD24-MST-064,Mathematics,King Abdulaziz University,PhD,Saudi Arabia,Jeddah,4th,C,0,All Clear,None
6452,Noah Hassan,MPHIL22-ME-001,Mechanical Engineering,King Fahd University of Petroleum and Minerals,Mphil,Saudi Arabia,Dhahran,6th,C,0,All Clear,None
6453,Emma Shah,MPHIL21-BA-235,Business Administration,Universiti Malaya (UM),Mphil,Malaysia,Johor Bahru,7th,D,2,Dropped,"English Composition, Organizational Behavior"
6454,Ahmad Al-Farsi,MS22-MST-205,Mathematics,"University of California, Berkeley",MS,United States,Cambridge,7th,C,1,Fail,Discrete Mathematics
6455,Zahra Schmidt,BS25-SE-004,Software Engineering,UNSW Sydney,BS,Australia,Perth,2nd,B,0,All Clear,None
6456,Ali Brown,MASTER25-DA-150,Data Analytics,COMSATS University Islamabad,Master,Pakistan,Lahore,4th,A,0,All Clear,None
6457,Ali Hernandez,PHD25-ME-010,Mechanical Engineering,Indian Institute of Science (IISc),PhD,India,Bangalore,4th,C,0,All Clear,None
6458,Min-jun Al-Mansoori,PHD21-CS-049,Computer Science,Lahore University of Management Sciences (LUMS),PhD,Pakistan,Rawalpindi,8th,B,0,All Clear,None
6459,David Wilson,PHD23-BA-233,Business Administration,University of engineering and Technology (UET) Lahore,PhD,Pakistan,Faisalabad,3rd,A,0,All Clear,None
6460,Jessica Miller,PHD23-MST-126,Mathematics,Universiti Penyelidikan,PhD,Malaysia,Johor Bahru,8th,C,0,All Clear,None
6461,Fatima Hernandez,MS25-DS-042,Data Science,United Arab Emirates University,MS,United Arab Emirates,Al Ain,2nd,C,1,Withdraw,Applied Machine Learning
6462,Michael Ali,MS24-EST-248,Economics,Indian Institute of Technology (IIT) Delhi,MS,India,New Delhi,7th,B,0,All Clear,None
6463,Ananya Brown,PHD23-CS-126,Computer Science,University of Queensland,PhD,Australia,Melbourne,5th,B,1,Not Registered,Theory of Automata
6464,Amit Taylor,MS24-SE-154,Software Engineering,University of Cambridge,MS,United Kingdom,London,2nd,C,0,All Clear,None
6465,Mia Brown,MASTER24-SE-142,Software Engineering,American University of Sharjah,Master,United Arab Emirates,Abu Dhabi,4th,C,0,All Clear,None
6466,Min-jun Ali,BS23-CE-067,Civil Engineering,COMSATS University Islamabad,BS,Pakistan,Rawalpindi,1st,D,0,All Clear,None
6467,Priya Williams,MS23-DA-196,Data Analytics,University of Melbourne,MS,Australia,Melbourne,6th,D,0,All Clear,None
6468,Priya Gonzalez,BS23-DA-191,Data Analytics,King Abdulaziz University,BS,Saudi Arabia,Dhahran,1st,C,1,Dropped,Data Mining
6469,Ji-woo Brown,MASTER21-EST-184,Economics,United Arab Emirates University,Master,United Arab Emirates,Sharjah,3rd,B,1,Dropped,Islamic Studies / Ethics
6470,Lucas Schmidt,PHD22-EST-031,Economics,UNSW Sydney,PhD,Australia,Sydney,2nd,B,1,Not Registered,Pakistan Studies
6471,Sarah Hassan,MPHIL23-MST-109,Mathematics,National University of Sciences and Technology (NUST),Mphil,Pakistan,Faisalabad,8th,D,1,Not Registered,Pakistan Studies
6472,Fatima Khan,MPHIL25-SST-004,Statistics,Georgia Institute of Technology,Mphil,United States,Berkeley,1st,B,1,Not Registered,Bayesian Statistics
6473,Syed Lopez,MASTER23-BA-246,Business Administration,Harvard University,Master,United States,Boston,7th,D,1,Dropped,Marketing Management
6474,Sarah Garcia,MASTER23-DS-012,Data Science,Ludwig Maximilian University of Munich,Master,Germany,Karlsruhe,5th,D,0,All Clear,None
6475,Fatima Müller,BS22-DA-004,Data Analytics,University of Waterloo,BS,Canada,Waterloo,4th,B,0,All Clear,None
6476,Abdul Al-Farsi,MASTER23-SST-031,Statistics,Khalifa University,Master,United Arab Emirates,Dubai,2nd,B,0,All Clear,None
6477,Jessica Kim,BS24-PST-082,Psychology,Harvard University,BS,United States,Cambridge,4th,C,1,Not Registered,Professional Ethics
6478,Jessica Malik,MASTER25-CE-024,Civil Engineering,Massachusetts Institute of Technology (MIT),Master,United States,Boston,7th,A,1,Not Registered,Internship
6479,Daniel Schmidt,MASTER22-SE-077,Software Engineering,Universiti Teknologi Malaysia,Master,Malaysia,Johor Bahru,2nd,A,0,All Clear,None
6480,Yusuf Martinez,MPHIL21-MST-163,Mathematics,COMSATS University Islamabad,Mphil,Pakistan,Islamabad,6th,B,0,All Clear,None
6481,Abdul Al-Farsi,MPHIL25-GD-194,Graphic Design,University of Cambridge,Mphil,United Kingdom,Oxford,2nd,A,0,All Clear,None
6482,Liam Schneider,PHD22-BA-139,Business Administration,University of Delhi,PhD,India,Chennai,6th,B,0,All Clear,None
6483,Amara Johnson,PHD24-BA-208,Business Administration,Indian Institute of Science (IISc),PhD,India,Chennai,3rd,C,2,Withdraw,"Financial Accounting, Human Resource Management"
6484,Hamza Kim,PHD23-PST-205,Psychology,Massachusetts Institute of Technology (MIT),PhD,United States,Cambridge,3rd,C,0,All Clear,None
6485,Zahra Brown,BS23-DA-090,Data Analytics,University of Oxford,BS,United Kingdom,Oxford,3rd,B,0,All Clear,None
6486,Emma Rodriguez,MPHIL21-BA-040,Business Administration,King Abdulaziz University,Mphil,Saudi Arabia,Riyadh,5th,B,0,All Clear,None
6487,Ji-woo Rodriguez,MPHIL22-DA-016,Data Analytics,University of Sydney,Mphil,Australia,Canberra,5th,B,2,Dropped,"Business Intelligence, Communication Skills"
6488,Carlos Williams,PHD24-ME-161,Mechanical Engineering,University of the Punjab,PhD,Pakistan,Faisalabad,5th,A,1,Withdraw,Critical Thinking
6489,Noah Hernandez,MPHIL25-MST-096,Mathematics,University of Delhi,Mphil,India,Kolkata,2nd,A,0,All Clear,None
6490,Zain Patel,MASTER23-SE-229,Software Engineering,All India Institute of Medical Sciences (AIIMS),Master,India,Mumbai,8th,C,1,Fail,Islamic Studies / Ethics
6491,Emily Wong,MS24-GD-249,Graphic Design,McGill University,MS,Canada,Montreal,8th,A,0,All Clear,None
6492,Amit Khan,BS25-SST-108,Statistics,University of Melbourne,BS,Australia,Canberra,7th,B,1,Dropped,Pakistan Studies
6493,Emily Kim,MS21-GD-094,Graphic Design,Universiti Teknologi Malaysia,MS,Malaysia,Kuala Lumpur,4th,D,0,All Clear,None
6494,Amara Tan,MS23-DS-010,Data Science,King Fahd University of Petroleum and Minerals,MS,Saudi Arabia,Dhahran,4th,D,0,All Clear,None
6495,Omar Davis,MPHIL22-BA-194,Business Administration,Universiti Teknologi Malaysia,Mphil,Malaysia,Kuala Lumpur,8th,C,2,Withdraw,"Professional Ethics, Critical Thinking"
6496,Hamza Brown,MS21-DA-181,Data Analytics,University of Melbourne,MS,Australia,Melbourne,3rd,A,0,All Clear,None
6497,Michael Williams,BS22-DS-222,Data Science,University of Alberta,BS,Canada,Vancouver,6th,B,0,All Clear,None
6498,Hamza Das,PHD24-SST-206,Statistics,University of Melbourne,PhD,Australia,Melbourne,1st,C,0,All Clear,None
6499,Sofia Brown,MPHIL23-CS-173,Computer Science,All India Institute of Medical Sciences (AIIMS),Mphil,India,Chennai,1st,A,0,All Clear,None
6500,Sophia Taylor,PHD23-GD-126,Graphic Design,Khalifa University,PhD,United Arab Emirates,Al Ain,3rd,A,1,Not Registered,Pakistan Studies
6501,Rahul Lopez,PHD25-EST-031,Economics,University of Cambridge,PhD,United Kingdom,London,5th,D,0,All Clear,None
6502,Fatima Lee,MPHIL24-EST-007,Economics,Lahore University of Management Sciences (LUMS),Mphil,Pakistan,Rawalpindi,2nd,D,1,Dropped,Pakistan Studies
6503,Sneha Malik,MPHIL25-MST-162,Mathematics,University of Melbourne,Mphil,Australia,Brisbane,5th,A,0,All Clear,None
6504,Zahra Tan,MASTER21-SE-143,Software Engineering,University of engineering and Technology (UET) Lahore,Master,Pakistan,Karachi,8th,C,1,Not Registered,Software Quality Assurance
6505,Emily Garcia,PHD24-SST-067,Statistics,Indian Institute of Technology (IIT) Bombay,PhD,India,Bangalore,6th,A,1,Dropped,Bayesian Statistics
6506,Ananya Haider,BS23-DA-178,Data Analytics,Universiti Teknologi Malaysia,BS,Malaysia,Penang,6th,D,0,All Clear,None
6507,Anya Ali,MS23-MST-101,Mathematics,Universiti Teknologi Malaysia,MS,Malaysia,Johor Bahru,2nd,D,0,All Clear,None
6508,Amara Malik,PHD24-GD-024,Graphic Design,United Arab Emirates University,PhD,United Arab Emirates,Sharjah,1st,B,4,Not Registered,"Packaging Design, Professional Ethics, English Composition, Brand Identity Design"
6509,Muhammad Rodriguez,BS25-DA-151,Data Analytics,Universiti Malaya (UM),BS,Malaysia,Kuala Lumpur,8th,C,0,All Clear,None
6510,Carlos Kumar,MS24-SST-143,Statistics,Heidelberg University,MS,Germany,Munich,2nd,A,1,Withdraw,Design and Analysis of Experiments
6511,Hamza Shah,MASTER24-ME-075,Mechanical Engineering,University of Cambridge,Master,United Kingdom,Oxford,6th,B,1,Not Registered,Manufacturing Processes
6512,Min-jun Malik,BS22-CS-219,Computer Science,University of Delhi,BS,India,Kolkata,7th,A,0,All Clear,None
6513,Anya Lee,MASTER23-SE-192,Software Engineering,University of Edinburgh,Master,United Kingdom,London,8th,D,1,Fail,Software Quality Assurance
6514,Sarah Hassan,PHD21-EST-097,Economics,Khalifa University,PhD,United Arab Emirates,Al Ain,3rd,D,0,All Clear,None
6515,Sarah Wong,PHD22-PST-210,Psychology,Karlsruhe Institute of Technology,PhD,Germany,Heidelberg,7th,D,2,Dropped,"Professional Ethics, Critical Thinking"
6516,David Wong,MASTER25-PST-126,Psychology,Universiti Penyelidikan,Master,Malaysia,Johor Bahru,1st,C,0,All Clear,None
6517,Sarah Thomas,PHD21-EST-231,Economics,Universiti Malaya (UM),PhD,Malaysia,Penang,7th,D,0,All Clear,None
6518,David Ali,BS25-CE-098,Civil Engineering,University of Toronto,BS,Canada,Montreal,8th,D,0,All Clear,None
6519,Omar Sharma,MPHIL23-DA-232,Data Analytics,University of Edinburgh,Mphil,United Kingdom,Manchester,8th,D,0,All Clear,None
6520,Anya Martinez,PHD21-EST-153,Economics,Heidelberg University,PhD,Germany,Berlin,4th,A,1,Fail,Macroeconomics
6521,Fatima Tan,MPHIL24-CS-197,Computer Science,American University of Sharjah,Mphil,United Arab Emirates,Abu Dhabi,4th,A,1,Fail,Critical Thinking
6522,Min-jun Brown,MASTER24-SST-073,Statistics,Indian Institute of Science (IISc),Master,India,Kolkata,8th,A,0,All Clear,None
6523,Siddharth Al-Farsi,MASTER21-EST-214,Economics,Georgia Institute of Technology,Master,United States,Berkeley,6th,D,2,Not Registered,"Internship, Econometrics"
6524,Olivia Müller,MPHIL22-PST-071,Psychology,University of the Punjab,Mphil,Pakistan,Rawalpindi,7th,A,2,Fail,"Pakistan Studies, Research Methodology"
6525,Ali Hussein,BS21-DS-050,Data Science,COMSATS University Islamabad,BS,Pakistan,Karachi,6th,A,0,All Clear,None
6526,Siddharth Lopez,PHD23-EST-135,Economics,King Saud University,PhD,Saudi Arabia,Riyadh,5th,B,0,All Clear,None
6527,Amit Ahmed,PHD23-ME-142,Mechanical Engineering,University of Queensland,PhD,Australia,Sydney,8th,B,0,All Clear,None
6528,Liam Wong,MS24-CS-008,Computer Science,Indian Institute of Science (IISc),MS,India,Bangalore,8th,A,0,All Clear,None
6529,Siddharth Smith,BS24-DS-178,Data Science,Indian Institute of Technology (IIT) Delhi,BS,India,New Delhi,2nd,B,0,All Clear,None
6530,Ananya Anderson,BS24-PST-128,Psychology,Karlsruhe Institute of Technology,BS,Germany,Heidelberg,8th,D,0,All Clear,None
6531,Hamza Kim,BS21-DA-226,Data Analytics,University of Queensland,BS,Australia,Sydney,6th,A,0,All Clear,None
6532,Rahul Rodriguez,MS21-BA-245,Business Administration,COMSATS University Islamabad,MS,Pakistan,Faisalabad,7th,A,0,All Clear,None
6533,Min-jun Khan,PHD25-GD-014,Graphic Design,Universiti Teknologi Malaysia,PhD,Malaysia,Kuala Lumpur,8th,A,1,Withdraw,Packaging Design
6534,Muhammad Wilson,MASTER21-SE-181,Software Engineering,Ludwig Maximilian University of Munich,Master,Germany,Aachen,5th,C,0,All Clear,None
6535,David Johnson,MS22-EST-160,Economics,University of British Columbia,MS,Canada,Montreal,3rd,A,0,All Clear,None
6536,Aisha Müller,MASTER22-CE-039,Civil Engineering,Australian National University,Master,Australia,Melbourne,5th,B,0,All Clear,None
6537,Aisha Shah,MASTER24-PST-079,Psychology,Georgia Institute of Technology,Master,United States,Stanford,1st,A,0,All Clear,None
6538,Amara Anderson,MPHIL24-CS-166,Computer Science,RWTH Aachen University,Mphil,Germany,Heidelberg,6th,C,0,All Clear,None
6539,Siddharth Lee,BS22-GD-173,Graphic Design,Universiti Teknologi Malaysia,BS,Malaysia,Kuala Lumpur,8th,C,1,Not Registered,Internship
6540,Aisha Shah,BS21-SE-004,Software Engineering,University of Toronto,BS,Canada,Montreal,2nd,C,0,All Clear,None
6541,Zahra Williams,MS21-MST-164,Mathematics,COMSATS University Islamabad,MS,Pakistan,Rawalpindi,8th,C,0,All Clear,None
6542,Aisha Malik,PHD21-CS-024,Computer Science,Technical University of Munich,PhD,Germany,Heidelberg,4th,C,0,All Clear,None
6543,David Patel,PHD22-BA-084,Business Administration,"University of California, Berkeley",PhD,United States,Boston,6th,C,1,Fail,Principles of Management
6544,Anya Anderson,MASTER21-SST-141,Statistics,Universiti Penyelidikan,Master,Malaysia,Kuala Lumpur,6th,C,1,Fail,Biostatistics
6545,James Haider,MPHIL25-BA-061,Business Administration,United Arab Emirates University,Mphil,United Arab Emirates,Al Ain,5th,D,0,All Clear,None
6546,James Lee,MPHIL25-BA-086,Business Administration,King Fahd University of Petroleum and Minerals,Mphil,Saudi Arabia,Jeddah,2nd,B,0,All Clear,None
6547,Amit Schmidt,MASTER22-DA-095,Data Analytics,Universiti Malaya (UM),Master,Malaysia,Kuala Lumpur,4th,D,0,All Clear,None
6548,Fatima Thomas,BS23-CE-049,Civil Engineering,Universiti Teknologi Malaysia,BS,Malaysia,Johor Bahru,8th,C,0,All Clear,None
6549,Liam Khan,MPHIL25-BA-178,Business Administration,University of Cambridge,Mphil,United Kingdom,Cambridge,1st,A,0,All Clear,None
6550,Amara Miller,MS25-ME-041,Mechanical Engineering,King Fahd University of Petroleum and Minerals,MS,Saudi Arabia,Jeddah,7th,D,0,All Clear,None
6551,Yusuf Lee,PHD21-GD-012,Graphic Design,Universiti Teknologi Malaysia,PhD,Malaysia,Penang,1st,D,2,Dropped,"Brand Identity Design, History of Art and Design"
6552,Lucas Das,PHD22-EST-068,Economics,Karlsruhe Institute of Technology,PhD,Germany,Heidelberg,4th,B,0,All Clear,None
6553,Amara Sharma,MS25-GD-074,Graphic Design,King Abdulaziz University,MS,Saudi Arabia,Jeddah,7th,B,1,Dropped,Pakistan Studies
6554,Carlos Hassan,PHD25-SE-135,Software Engineering,McGill University,PhD,Canada,Waterloo,8th,B,0,All Clear,None
6555,Jessica Thomas,BS24-SE-209,Software Engineering,Lahore University of Management Sciences (LUMS),BS,Pakistan,Karachi,2nd,C,0,All Clear,None
6556,Syed Martinez,BS21-PST-231,Psychology,American University of Sharjah,BS,United Arab Emirates,Dubai,1st,A,0,All Clear,None
6557,Amara Ali,BS22-SE-033,Software Engineering,Australian National University,BS,Australia,Brisbane,8th,B,0,All Clear,None
6558,Muhammad Khan,PHD22-PST-156,Psychology,University of Alberta,PhD,Canada,Waterloo,4th,D,0,All Clear,None
6559,Rahul Brown,PHD24-DA-224,Data Analytics,University of Sydney,PhD,Australia,Perth,2nd,C,2,Withdraw,"Statistical Modeling, Data Visualization"
6560,Emily Al-Mansoori,MS22-CS-176,Computer Science,Georgia Institute of Technology,MS,United States,Atlanta,8th,B,0,All Clear,None
6561,Ravi Kim,MASTER24-EST-150,Economics,Technical University of Munich,Master,Germany,Karlsruhe,7th,C,0,All Clear,None
6562,Syed Hassan,MS22-MST-072,Mathematics,Indian Institute of Technology (IIT) Delhi,MS,India,Chennai,3rd,B,1,Dropped,Linear Algebra
6563,Yusuf Hernandez,PHD22-SE-129,Software Engineering,King Fahd University of Petroleum and Minerals,PhD,Saudi Arabia,Jeddah,6th,D,4,Fail,"Mobile Application Development, Web Engineering, Software Quality Assurance, Software Requirement Engineering"
6564,Muhammad Lee,BS22-DS-182,Data Science,University of Melbourne,BS,Australia,Canberra,1st,C,1,Fail,Data Wrangling
